OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
23,APPLY_ABILITY,Value[0],2071,1838,"1, 1005, 10320, 10481, 10482, 10483, 10484, 10485, 10486, 10487, 10488, 10489","VAL0, VAL0_COM_0_DURA_MINUTES, VAL0_COM_0_DURA_SECONDS, VAL0_COM_0_RADI_FEET, VAL0_COM_0_VAL0, VAL0_COM_0_VAL0_ACTIONPOINTS, VAL0_COM_0_VAL0_COM_0_DURA_SECONDS, VAL0_COM_0_VAL0_COM_0_RADI_FEET, VAL0_COM_0_VAL0_COM_0_VAL0_TOD_DAMAGE, VAL0_COM_0_VAL0_CORPOREALDAMAGE, VAL0_COM_0_VAL0_DAMAGE, VAL0_COM_0_VAL0_HEALTH, VAL0_COM_0_VAL0_SPIRITDAMAGE, VAL0_COM_0_VAL0_TOD, VAL0_COM_0_VAL0_TOD_ACTIONPOINTS, VAL0_COM_0_VAL0_TOD_CORPOREALDAMAGE, VAL0_COM_0_VAL0_TOD_DAMAGE, VAL0_COM_0_VAL0_TOD_ELEMENTALDAMAGE, VAL0_COM_0_VAL0_TOD_HEALTH, VAL0_COM_0_VAL0_TOD_SPIRITDAMAGE, VAL0_COM_0_VAL1, VAL0_COM_0_VAL1_DAMAGE, VAL0_COM_1_DURA_SECONDS, VAL0_COM_1_RADI_FEET, VAL0_COM_1_VAL0, VAL0_COM_1_VAL0_ACTIONPOINTS, VAL0_COM_1_VAL0_DAMAGE, VAL0_COM_1_VAL0_ELEMENTALDAMAGE, VAL0_COM_1_VAL0_SPIRITDAMAGE, VAL0_COM_1_VAL0_TOD, VAL0_COM_1_VAL0_TOD_DAMAGE, VAL0_COM_1_VAL0_TOD_HEALTH, VAL0_COM_1_VAL1, VAL0_COM_2_VAL0, VAL0_COM_2_VAL0_ACTIONPOINTS, VAL0_COM_2_VAL0_COM_0_VAL0, VAL0_COM_2_VAL0_COM_0_VAL0_COM_0_VAL0, VAL0_COM_2_VAL0_COM_1_VAL0_COM_0_VAL0, VAL0_COM_2_VAL0_COM_2_VAL0_COM_0_VAL0, VAL0_COM_2_VAL0_DAMAGE, VAL0_COM_2_VAL0_HEALTH, VAL0_COM_3_RADI_FEET, VAL0_COM_3_VAL0, VAL0_COM_3_VAL0_DAMAGE, VAL0_COM_4_RADI_FEET, VAL0_COM_4_VAL0, VAL0_COM_4_VAL0_DAMAGE, VAL0_COM_7_VAL1, VAL0_CORPOREALDAMAGE, VAL0_DAMAGE, VAL0_ELEMENTALDAMAGE, VAL0_SECONDS, VAL0_SPIRITDAMAGE, VAL0_TOD, VAL0_TOD_ACTIONPOINTS, VAL0_TOD_DAMAGE, VAL0_TOD_ELEMENTALDAMAGE, VAL0_TOD_HEALTH, VAL0_TOD_SPIRITDAMAGE","read the selected component's Value[0] field and insert the raw numeric result into client text. read the selected component's Value[0] field and render it as action points over time in this text context. read the selected component's Value[0] field and render it as an over-time amount in this text context. read the selected component's Value[0] field and render it as corporeal damage in this text context. read the selected component's Value[0] field and render it as damage in this text context. read the selected component's Value[0] field and render it as damage over time in this text context. read the selected component's Value[0] field and render it as elemental damage in this text context. read the selected component's Value[0] field and render it as elemental damage over time in this text context. read the selected component's Value[0] field and render it as health over time in this text context. read the selected component's Value[0] field and render it as seconds in this text context. read the selected component's Value[0] field and render it as spirit damage in this text context. read the selected component's Value[0] field and render it as spirit damage over time in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_DURA_MINUTES` (read component slot 0, then read the selected component's Duration field and format it as minutes) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_DURA_SECONDS` (read component slot 0, then read the selected component's Duration field and format it as seconds) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_RADI_FEET` (read component slot 0, then read the selected component's Radius field and format it as feet) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_ACTIONPOINTS` (read component slot 0, then read the selected component's Value[0] field and render it as action points in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_COM_0_DURA_SECONDS` (read component slot 0, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_DURA_SECONDS` (read component slot 0, then read the selected component's Duration field and format it as seconds) in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_COM_0_RADI_FEET` (read component slot 0, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_RADI_FEET` (read component slot 0, then read the selected component's Radius field and format it as feet) in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_COM_0_VAL0_TOD_DAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD_DAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as damage over time in this text context) in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_CORPOREALDAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as corporeal damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_DAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_HEALTH` (read component slot 0, then read the selected component's Value[0] field and render it as health in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_SPIRITDAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as spirit damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD_ACTIONPOINTS` (read component slot 0, then read the selected component's Value[0] field and render it as action points over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD_CORPOREALDAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as corporeal damage over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD_DAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as damage over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD_ELEMENTALDAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as elemental damage over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD_HEALTH` (read component slot 0, then read the selected component's Value[0] field and render it as health over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD_SPIRITDAMAGE` (read component slot 0, then read the selected component's Value[0] field and render it as spirit damage over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_TOD` (read component slot 0, then read the selected component's Value[0] field and render it as an over-time amount in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0` (read component slot 0, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL1_DAMAGE` (read component slot 0, then read the selected component's Value[1] field and render it as damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL1` (read component slot 0, then read the selected component's Value[1] field and insert the raw numeric result into client text) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_DURA_SECONDS` (read component slot 1, then read the selected component's Duration field and format it as seconds) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_RADI_FEET` (read component slot 1, then read the selected component's Radius field and format it as feet) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_ACTIONPOINTS` (read component slot 1, then read the selected component's Value[0] field and render it as action points in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_DAMAGE` (read component slot 1, then read the selected component's Value[0] field and render it as damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_ELEMENTALDAMAGE` (read component slot 1, then read the selected component's Value[0] field and render it as elemental damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_SPIRITDAMAGE` (read component slot 1, then read the selected component's Value[0] field and render it as spirit damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_TOD_DAMAGE` (read component slot 1, then read the selected component's Value[0] field and render it as damage over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_TOD_HEALTH` (read component slot 1, then read the selected component's Value[0] field and render it as health over time in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_TOD` (read component slot 1, then read the selected component's Value[0] field and render it as an over-time amount in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0` (read component slot 1, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL1` (read component slot 1, then read the selected component's Value[1] field and insert the raw numeric result into client text) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_ACTIONPOINTS` (read component slot 2, then read the selected component's Value[0] field and render it as action points in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_COM_0_VAL0_COM_0_VAL0` (read component slot 2, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0_COM_0_VAL0` (read component slot 0, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0` (read component slot 0, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context) in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_COM_0_VAL0` (read component slot 2, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0` (read component slot 0, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_COM_1_VAL0_COM_0_VAL0` (read component slot 2, then read the selected component's Value[0] field and render it as the same presentation as `COM_1_VAL0_COM_0_VAL0` (read component slot 1, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0` (read component slot 0, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context) in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_COM_2_VAL0_COM_0_VAL0` (read component slot 2, then read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_COM_0_VAL0` (read component slot 2, then read the selected component's Value[0] field and render it as the same presentation as `COM_0_VAL0` (read component slot 0, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context) in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_DAMAGE` (read component slot 2, then read the selected component's Value[0] field and render it as damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0_HEALTH` (read component slot 2, then read the selected component's Value[0] field and render it as health in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_2_VAL0` (read component slot 2, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_3_RADI_FEET` (read component slot 3, then read the selected component's Radius field and format it as feet) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_3_VAL0_DAMAGE` (read component slot 3, then read the selected component's Value[0] field and render it as damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_3_VAL0` (read component slot 3, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_4_RADI_FEET` (read component slot 4, then read the selected component's Radius field and format it as feet) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_4_VAL0_DAMAGE` (read component slot 4, then read the selected component's Value[0] field and render it as damage in this text context) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_4_VAL0` (read component slot 4, then read the selected component's Value[0] field and insert the raw numeric result into client text) in this text context. read the selected component's Value[0] field and render it as the same presentation as `COM_7_VAL1` (read component slot 7, then read the selected component's Value[1] field and insert the raw numeric result into client text) in this text context.",Confirmed,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockdown, Silence, Snare, Stagger, Stun","2071 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. Client-token evidence comes from extracted ability text. Londo rows are last-resort toolkit references and should be treated cautiously. Inferred from APPLY_ABILITY value distribution across 2,075 extracted client BIN records. Value[0] is non-zero in 99.7% of APPLY_ABILITY records (1839 distinct ability IDs across 2,075 records). Most frequent applied IDs: 24543 (56 records), 3682 (10 records). Cross-reference with abilityexport.bin AbilityId to resolve the full applied-ability definition. Dominant raw values: 24543 x56, 3682 x10, 1 x7, 258 x5, 270 x5, 277 x5."
23,APPLY_ABILITY,Value[1],11,2,"1, 99","VAL1, VAL1_DAMAGE",read the selected component's Value[1] field and insert the raw numeric result into client text. read the selected component's Value[1] field and render it as damage in this text context.,Confirmed,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,Damage,"11 non-zero observation(s) across 2075 component row(s); example component ids: 11634, 11648, 11665, 11895, 11912, 12039, 14411, 18075, 9188, 9231, 9330. Layouts: u32-values. Client-token evidence comes from extracted ability text. Londo rows are last-resort toolkit references and should be treated cautiously. Inferred from APPLY_ABILITY value distribution across 2,075 extracted client BIN records. Value[1] is 0 in 99.5% of APPLY_ABILITY records. Non-zero cases: Value[1]=1 (10 records, 0.5%), Value[1]=99 (1 record). Exact semantics of the non-zero values are unresolved. Dominant raw values: 1 x10, 99 x1."
23,APPLY_ABILITY,Value[3],4,1,7,(none),APPLY_ABILITY Value[3] — near-inactive field (99.8% zero; Value[3]=7 in rare variant records).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","4 non-zero observation(s) across 2075 component row(s); example component ids: 11197, 3123, 3210, 3347. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Inferred from APPLY_ABILITY value distribution across 2,075 extracted client BIN records. Value[3] is 0 in 99.8% of APPLY_ABILITY records (2071/2075). The 4 records with Value[3]=7 may encode a special application variant. Dominant raw values: 7 x4."
23,APPLY_ABILITY,Value[7],1,1,75,(none),APPLY_ABILITY Value[7] — near-inactive field (99.95% zero; Value[7]=75 in one record).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","1 non-zero observation(s) across 2075 component row(s); example component ids: 8198. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Inferred from APPLY_ABILITY value distribution across 2,075 extracted client BIN records. Value[7] is 0 in 2074 of 2075 APPLY_ABILITY records. The single non-zero value (75) may be a scalar payload for a rare variant. Dominant raw values: 75 x1."
23,APPLY_ABILITY,Multiplier[0],2074,1,100,(none),Multiplier[0] — percentage scaling multiplier (100 = 100% = no change; constant across 95%+ of records for this operation).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2074 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Multiplier[0] is 100 in 2074 of 2074 records for this operation. 100 = 100% scaling = unmodified baseline. These multiplier slots scale the corresponding Value[N] slots independently. Observed: 100 x2074."
23,APPLY_ABILITY,Multiplier[1],2074,1,100,(none),Multiplier[1] — percentage scaling multiplier (100 = 100% = no change; constant across 95%+ of records for this operation).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2074 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Multiplier[1] is 100 in 2074 of 2074 records for this operation. 100 = 100% scaling = unmodified baseline. These multiplier slots scale the corresponding Value[N] slots independently. Observed: 100 x2074."
23,APPLY_ABILITY,Multiplier[2],2074,2,"100, 68",(none),Multiplier[2] — percentage scaling multiplier (100 = 100% = no change; constant across 95%+ of records for this operation).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2074 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Multiplier[2] is 100 in 2073 of 2074 records for this operation. 100 = 100% scaling = unmodified baseline. These multiplier slots scale the corresponding Value[N] slots independently. Observed: 100 x2073, 68 x1."
23,APPLY_ABILITY,Multiplier[3],2074,2,"100, 150",(none),Multiplier[3] — percentage scaling multiplier (100 = 100% = no change; constant across 95%+ of records for this operation).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2074 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Multiplier[3] is 100 in 2073 of 2074 records for this operation. 100 = 100% scaling = unmodified baseline. These multiplier slots scale the corresponding Value[N] slots independently. Observed: 100 x2073, 150 x1."
23,APPLY_ABILITY,Multiplier[4],2074,1,100,(none),Multiplier[4] — percentage scaling multiplier (100 = 100% = no change; constant across 95%+ of records for this operation).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2074 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Multiplier[4] is 100 in 2074 of 2074 records for this operation. 100 = 100% scaling = unmodified baseline. These multiplier slots scale the corresponding Value[N] slots independently. Observed: 100 x2074."
23,APPLY_ABILITY,Multiplier[5],2074,1,100,(none),Multiplier[5] — percentage scaling multiplier (100 = 100% = no change; constant across 95%+ of records for this operation).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2074 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Multiplier[5] is 100 in 2074 of 2074 records for this operation. 100 = 100% scaling = unmodified baseline. These multiplier slots scale the corresponding Value[N] slots independently. Observed: 100 x2074."
23,APPLY_ABILITY,Multiplier[6],2074,1,100,(none),Multiplier[6] — percentage scaling multiplier (100 = 100% = no change; constant across 95%+ of records for this operation).,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"Damage, Disarm, Heal, Immunity, Knockback, Knockdown, Root, Silence, Snare, Stagger, Stun","2074 non-zero observation(s) across 2075 component row(s); example component ids: 10179, 10180, 10181, 10182, 10254, 10255, 10256, 10257, 10258, 10259, 1026, 10260. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Multiplier[6] is 100 in 2074 of 2074 records for this operation. 100 = 100% scaling = unmodified baseline. These multiplier slots scale the corresponding Value[N] slots independently. Observed: 100 x2074."
